date,symbol,desc,group,dt,pproc,method,price,predict,target,error,etime
2024-03-04T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,553,545.01,546.25,1.24,0.5517
2024-03-04T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,551.37,540.53,537.32,-3.21,0.5028
2024-03-05T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,546.25,540.39,529.5,-10.89,0.5028
2024-03-05T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,537.32,530.64,527.26,-3.38,0.5303
2024-03-06T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,529.5,528.55,528,-0.55,0.5303
2024-03-06T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,527.26,522.47,528,5.53,0.5212
2024-03-07T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,528,520.75,526,5.25,0.5212
2024-03-07T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,528,518.22,522.64,4.42,0.5477
2024-03-08T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,526,518.78,523.5,4.72,0.5477
2024-03-08T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,522.64,523.73,532.42,8.69,0.4974
2024-03-11T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,523.5,526.62,541.25,14.63,0.4974
2024-03-11T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,532.42,534.55,541.67,7.12,0.6
2024-03-12T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,541.25,539.05,536.75,-2.3,0.6
2024-03-12T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,541.67,539.16,531.62,-7.54,0.5124
2024-03-13T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,536.75,539.14,528.25,-10.89,0.5124
2024-03-13T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,531.62,536.09,527.22,-8.87,0.476
2024-03-14T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,528.25,532.96,526.75,-6.21,0.476
2024-03-14T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,527.22,525.42,525.59,0.17,0.4882
2024-03-15T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,526.75,523.7,527,3.3,0.4882
2024-03-15T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,525.59,525.01,533.34,8.33,0.4929
2024-03-18T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,527,525.27,539,13.73,0.4929
2024-03-18T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,533.34,533.57,538.77,5.2,0.6016
2024-03-19T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,539,535.04,537,1.96,0.6016
2024-03-19T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,538.77,540.03,538.49,-1.54,0.3805
2024-03-20T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,537,541.07,540.25,-0.82,0.3805
2024-03-20T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,538.49,542.77,539.19,-3.58,0.5734
2024-03-21T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,540.25,541.11,539.5,-1.61,0.5734
2024-03-21T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,539.19,542.49,544.84,2.35,0.5424
2024-03-22T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,539.5,541.45,549.5,8.05,0.5424
2024-03-22T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,544.84,546.87,547.69,0.82,0.5178
2024-03-25T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,549.5,547.92,542.75,-5.17,0.5178
2024-03-25T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,547.69,545.64,539.36,-6.28,0.5326
2024-03-26T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,542.75,546.45,538.5,-7.95,0.5326
2024-03-26T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,539.36,542.42,540.2,-2.22,0.556
2024-03-27T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,538.5,539.51,544.5,4.99,0.556
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,540.2,541.95,541.14,-0.81,0.5485
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,544.5,541.84,544.5,2.66,0.5485
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,541.14,540.88,546.21,5.33,0.6007
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,544.5,541.11,547.25,6.14,0.6007
2024-03-28T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,546.21,545.58,549.41,3.83,0.5914
2024-04-01T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,547.25,546.9,554.5,7.6,0.5914
2024-04-01T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,549.41,556.25,NA,NA,0.5089
2024-04-02T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,554.5,559.88,NA,NA,0.5089
2024-02-02T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,603.01,607.79,599.13,-8.66,0.4382
2024-02-05T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,599,607.77,602.75,-5.02,0.4382
2024-02-05T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,599.13,604.2,607.52,3.32,0.3292
2024-02-06T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,602.75,603.91,608,4.09,0.3292
2024-02-06T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,607.52,602.8,600.84,-1.96,0.3522
2024-02-07T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,608,602.24,594,-8.24,0.3522
2024-02-07T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,600.84,600.67,595.14,-5.53,0.3319
2024-02-08T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,594,600.19,599.25,-0.94,0.3319
2024-02-08T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,595.14,598.62,600.12,1.5,0.3546
2024-02-09T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,599.25,598.08,599.25,1.17,0.3546
2024-02-09T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,600.12,597.76,598.96,1.2,0.3147
2024-02-12T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,599.25,597.32,597,-0.32,0.3147
2024-02-12T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,598.96,597.15,591.05,-6.1,0.3489
2024-02-13T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,597,596.77,583,-13.77,0.3489
2024-02-13T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,591.05,592.47,575.15,-17.32,0.3885
2024-02-14T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,583,591.84,567.25,-24.59,0.3885
2024-02-14T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,575.15,572.66,559.81,-12.85,0.3536
2024-02-15T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,567.25,570.57,559,-11.57,0.3536
2024-02-15T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,559.81,554.76,568.86,14.1,0.1438
2024-02-16T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,559,550.32,579.25,28.93,0.1438
2024-02-16T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,568.86,558.6,580.38,21.78,0.1294
2024-02-20T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,579.25,555.14,578,22.86,0.1294
2024-02-20T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,580.38,571.02,579.01,7.99,0.3244
2024-02-21T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,578,569.75,579.25,9.5,0.3244
2024-02-21T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,579.01,580.57,574.2,-6.37,0.3206
2024-02-22T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,579.25,581.12,569,-12.12,0.3206
2024-02-22T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,574.2,578.1,569.5,-8.6,0.2913
2024-02-23T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,569,578.6,574.75,-3.85,0.2913
2024-02-23T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,569.5,573.02,581.52,8.5,0.1299
2024-02-26T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,574.75,573.47,584.25,10.78,0.1299
2024-02-26T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,581.52,578.72,579.51,0.79,0.1079
2024-02-27T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,584.25,579.71,574.75,-4.96,0.1079
2024-02-27T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,579.51,578.82,576.44,-2.38,0.3032
2024-02-28T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,574.75,579.13,576.25,-2.88,0.3032
2024-02-28T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,576.44,569.13,566.62,-2.51,0.1319
2024-02-29T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,576.25,568.37,557.75,-10.62,0.1319
2024-02-29T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,566.62,565.43,559.69,-5.74,0.141
2024-03-01T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,557.75,564.46,564,-0.46,0.141
2024-03-01T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,559.69,557.9,560.55,2.65,0.1378
2024-03-04T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,564,555.7,551,-4.7,0.1378
2024-03-04T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,560.55,551.43,539.82,-11.61,0.1104
2024-03-05T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,551,548.96,531,-17.96,0.1104
2024-03-05T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,539.82,534.85,527.5,-7.35,0.1249
2024-03-06T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,531,531.35,528.5,-2.85,0.1249
2024-03-06T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,527.5,522.06,532.35,10.29,0.1306
2024-03-07T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,528.5,517.45,537.75,20.3,0.1306
2024-03-07T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,532.35,521.71,543.34,21.63,0.1446
2024-03-08T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,537.75,518.02,547.25,29.23,0.1446
2024-03-08T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,543.34,535.32,548.14,12.82,0.1486
2024-03-11T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,547.25,534.03,547.5,13.47,0.1486
2024-03-11T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,548.14,547.82,546.73,-1.09,0.1193
2024-03-12T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,547.5,548.57,544.25,-4.32,0.1193
2024-03-12T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,546.73,551.16,538.64,-12.52,0.1587
2024-03-13T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,544.25,552.4,532.25,-20.15,0.1587
2024-03-13T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,538.64,541.93,528.13,-13.8,0.1164
2024-03-14T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,532.25,542.62,528.5,-14.12,0.1164
2024-03-14T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,528.13,528.9,534.37,5.47,0.1376
2024-03-15T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,528.5,527.22,542.75,15.53,0.1376
2024-03-15T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,534.37,528.86,549.83,20.97,0.1233
2024-03-18T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,542.75,527.46,552.5,25.04,0.1233
2024-03-18T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,549.83,544.4,549.36,4.96,0.1634
2024-03-19T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,552.5,544.75,545,0.25,0.1634
2024-03-19T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,549.36,551.75,544.25,-7.5,0.1518
2024-03-20T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,545,553.28,546.75,-6.53,0.1518
2024-03-20T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,544.25,551.83,550.83,-1,0.1237
2024-03-21T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,546.75,553.28,554.75,1.47,0.1237
2024-03-21T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,550.83,553.43,556.75,3.32,0.1468
2024-03-22T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,554.75,554.65,555,0.35,0.1468
2024-03-22T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,556.75,556.58,548.98,-7.6,0.1541
2024-03-25T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,555,558.42,543.5,-14.92,0.1541
2024-03-25T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,548.98,548.26,543.29,-4.97,0.1208
2024-03-26T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,543.5,548.8,547.5,-1.3,0.1208
2024-03-26T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,543.29,549.24,553.9,4.66,0.5067
2024-03-27T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,547.5,549.29,560.25,10.96,0.5067
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,553.9,553.52,554.77,1.25,0.3663
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,560.25,553.77,560.25,6.48,0.3663
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,554.77,553.6,560.2,6.6,0.4439
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,560.25,553.86,557,3.14,0.4439
2024-03-28T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,560.2,555.75,554.55,-1.2,0.3439
2024-04-01T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,557,556.17,556.75,0.58,0.3439
2024-04-01T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,554.55,553.65,NA,NA,0.2976
2024-04-02T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl1,556.75,553.92,NA,NA,0.2976
2024-02-02T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,603.01,607.79,599.13,-8.66,0.6323
2024-02-05T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,599,607.77,602.75,-5.02,0.6323
2024-02-05T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,599.13,604.2,607.52,3.32,0.6054
2024-02-06T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,602.75,603.91,608,4.09,0.6054
2024-02-06T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,607.52,602.8,600.84,-1.96,0.6
2024-02-07T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,608,602.25,594,-8.25,0.6
2024-02-07T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,600.84,600.69,595.14,-5.55,0.561
2024-02-08T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,594,600.18,599.25,-0.93,0.561
2024-02-08T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,595.14,598.65,600.12,1.47,0.6168
2024-02-09T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,599.25,598.06,599.25,1.19,0.6168
2024-02-09T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,600.12,597.75,598.96,1.21,0.5814
2024-02-12T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,599.25,597.33,597,-0.33,0.5814
2024-02-12T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,598.96,597.13,591.05,-6.08,0.6175
2024-02-13T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,597,596.85,583,-13.85,0.6175
2024-02-13T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,591.05,592.47,575.15,-17.32,0.6556
2024-02-14T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,583,591.86,567.25,-24.61,0.6556
2024-02-14T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,575.15,572.68,559.81,-12.87,0.6551
2024-02-15T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,567.25,570.47,559,-11.47,0.6551
2024-02-15T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,559.81,554.76,568.86,14.1,0.4274
2024-02-16T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,559,550.32,579.25,28.93,0.4274
2024-02-16T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,568.86,558.61,580.38,21.77,0.43120000000000003
2024-02-20T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,579.25,555.14,578,22.86,0.43120000000000003
2024-02-20T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,580.38,571.02,579.01,7.99,0.5795
2024-02-21T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,578,569.75,579.25,9.5,0.5795
2024-02-21T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,579.01,580.59,574.2,-6.39,0.5497
2024-02-22T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,579.25,581.1,569,-12.1,0.5497
2024-02-22T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,574.2,578.1,569.5,-8.6,0.5228
2024-02-23T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,569,578.6,574.75,-3.85,0.5228
2024-02-23T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,569.5,573.07,581.52,8.45,0.3935
2024-02-26T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,574.75,573.39,584.25,10.86,0.3935
2024-02-26T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,581.52,578.61,579.51,0.9,0.4068
2024-02-27T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,584.25,579.85,574.75,-5.1,0.4068
2024-02-27T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,579.51,578.82,576.44,-2.38,0.5721
2024-02-28T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,574.75,579.13,576.25,-2.88,0.5721
2024-02-28T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,576.44,569.12,566.62,-2.5,0.4424
2024-02-29T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,576.25,568.38,557.75,-10.63,0.4424
2024-02-29T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,566.62,565.42,559.69,-5.73,0.5247
2024-03-01T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,557.75,564.46,564,-0.46,0.5247
2024-03-01T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,559.69,557.88,560.55,2.67,0.4349
2024-03-04T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,564,555.65,551,-4.65,0.4349
2024-03-04T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,560.55,551.44,539.82,-11.62,0.3544
2024-03-05T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,551,549.06,531,-18.06,0.3544
2024-03-05T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,539.82,534.5,527.5,-7,0.4011
2024-03-06T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,531,531.75,528.5,-3.25,0.4011
2024-03-06T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,527.5,522.03,532.35,10.32,0.4369
2024-03-07T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,528.5,517.57,537.75,20.18,0.4369
2024-03-07T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,532.35,521.52,543.34,21.82,0.4778
2024-03-08T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,537.75,518.32,547.25,28.93,0.4778
2024-03-08T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,543.34,535.22,548.14,12.92,0.471
2024-03-11T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,547.25,534.15,547.5,13.35,0.471
2024-03-11T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,548.14,547.87,546.73,-1.14,0.653
2024-03-12T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,547.5,548.57,544.25,-4.32,0.653
2024-03-12T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,546.73,551.21,538.64,-12.57,0.4722
2024-03-13T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,544.25,552.2,532.25,-19.95,0.4722
2024-03-13T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,538.64,542.1,528.13,-13.97,0.4318
2024-03-14T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,532.25,542.37,528.5,-13.87,0.4318
2024-03-14T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,528.13,528.9,534.37,5.47,0.4512
2024-03-15T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,528.5,527.22,542.75,15.53,0.4512
2024-03-15T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,534.37,528.86,549.83,20.97,0.3835
2024-03-18T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,542.75,527.46,552.5,25.04,0.3835
2024-03-18T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,549.83,544.4,549.36,4.96,0.4278
2024-03-19T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,552.5,544.85,545,0.15,0.4278
2024-03-19T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,549.36,551.66,544.25,-7.41,0.4434
2024-03-20T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,545,553.38,546.75,-6.63,0.4434
2024-03-20T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,544.25,551.78,550.83,-0.95,0.394
2024-03-21T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,546.75,553.39,554.75,1.36,0.394
2024-03-21T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,550.83,553.41,556.75,3.34,0.444
2024-03-22T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,554.75,554.66,555,0.34,0.444
2024-03-22T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,556.75,556.52,548.98,-7.54,0.4852
2024-03-25T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,555,558.52,543.5,-15.02,0.4852
2024-03-25T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,548.98,548.27,543.29,-4.98,0.4215
2024-03-26T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,543.5,548.81,547.5,-1.31,0.4215
2024-03-26T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,543.29,549.24,553.9,4.66,0.8172
2024-03-27T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,547.5,549.3,560.25,10.95,0.8172
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,553.9,553.52,554.77,1.25,0.6447
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,560.25,553.77,560.25,6.48,0.6447
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,554.77,553.6,560.2,6.6,0.7099
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,560.25,553.86,557,3.14,0.7099
2024-03-28T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,560.2,555.75,554.55,-1.2,0.645
2024-04-01T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,557,556.17,556.75,0.58,0.645
2024-04-01T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,554.55,553.65,NA,NA,0.902
2024-04-02T08:00:00Z,1WK24,May Wheat,actual,c,none,mstl2,556.75,553.92,NA,NA,0.902
2024-02-02T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,603.01,607.81,599.13,-8.68,0.8519
2024-02-05T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,599,607.83,602.75,-5.08,0.8519
2024-02-05T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,599.13,604.25,607.52,3.27,0.5393
2024-02-06T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,602.75,603.89,608,4.11,0.5393
2024-02-06T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,607.52,602.83,600.84,-1.99,0.4964
2024-02-07T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,608,602.22,594,-8.22,0.4964
2024-02-07T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,600.84,600.73,595.14,-5.59,0.4293
2024-02-08T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,594,600.18,599.25,-0.93,0.4293
2024-02-08T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,595.14,598.64,600.12,1.48,0.5046
2024-02-09T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,599.25,598.06,599.25,1.19,0.5046
2024-02-09T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,600.12,597.74,598.96,1.22,0.4697
2024-02-12T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,599.25,597.29,597,-0.29,0.4697
2024-02-12T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,598.96,597.19,591.05,-6.14,0.4856
2024-02-13T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,597,596.77,583,-13.77,0.4856
2024-02-13T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,591.05,592.46,575.15,-17.31,0.5417
2024-02-14T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,583,591.87,567.25,-24.62,0.5417
2024-02-14T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,575.15,572.62,559.81,-12.81,0.4993
2024-02-15T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,567.25,570.56,559,-11.56,0.4993
2024-02-15T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,559.81,554.6,568.86,14.26,0.3097
2024-02-16T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,559,550.34,579.25,28.91,0.3097
2024-02-16T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,568.86,558.6,580.38,21.78,0.2963
2024-02-20T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,579.25,555.3,578,22.7,0.2963
2024-02-20T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,580.38,571.06,579.01,7.95,0.487
2024-02-21T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,578,569.67,579.25,9.58,0.487
2024-02-21T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,579.01,580.55,574.2,-6.35,0.4764
2024-02-22T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,579.25,581.07,569,-12.07,0.4764
2024-02-22T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,574.2,578.05,569.5,-8.55,0.5126
2024-02-23T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,569,578.54,574.75,-3.79,0.5126
2024-02-23T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,569.5,573.06,581.52,8.46,0.2972
2024-02-26T09:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,574.75,573.42,584.25,10.83,0.2972
2024-02-26T10:00:00Z,1WK24,May Wheat,actual,c,none,mstl3,581.52,578.57,579.51,0.94,0.3403
