symbol,tsys,tsrow,bsc,hadj,ladj,win,lose,plmm,pldol,riskmm,pos
COST,M1,1,Buy,-0.1,0.15,3,0,41.25,2062.5,2,0
COST,M1,1,Buy,0.15,0.15,3,0,40.5,2025,2,0
COST,M1,1,Buy,-0.05,0,5,1,40.25,2012.5,0.6,0
COST,M1,1,Buy,0,0.05,5,1,39.25,1962.5,0.6,0
COST,M1,1,Buy,-0.05,-0.05,5,1,38.5,1925,1.6,0
COST,M1,1,Buy,-0.2,-0.5,7,0,38.25,1912.5,2.12,0
COST,M1,1,Buy,0,0,5,1,37.25,1862.5,0.6,0
COST,M1,1,Buy,-0.2,0.05,6,1,37.25,1862.5,0.6,0
COST,M1,1,Buy,-0.2,-0.45,6,0,37.25,1862.5,0.48,0
COST,M1,1,Buy,-0.25,-0.1,7,1,37.25,1862.5,0.68,0
COST,M1,1,Buy,0.15,0.45,5,0,37,1850,1.4,0
COST,M1,1,Buy,-0.2,0,6,1,37,1850,0.6,0
COST,M1,1,Buy,-0.05,-0.1,5,1,36.75,1837.5,0.68,0
COST,M1,1,Buy,-0.2,-0.05,6,1,36.75,1837.5,1.6,0
COST,M1,1,Buy,-0.2,-0.1,6,1,36.75,1837.5,0.68,0
COST,M1,1,Buy,0.05,0.05,5,1,36.25,1812.5,0.6,0
COST,M1,1,Buy,-0.25,-0.05,7,1,36.25,1812.5,1.6,0
COST,M1,1,Buy,-0.05,-0.15,5,1,36,1800,1.28,0
COST,M1,1,Buy,-0.05,-0.45,5,0,36,1800,0.48,0
COST,M1,1,Buy,-0.1,-0.1,5,1,36,1800,0.68,0
COST,M1,1,Buy,0.25,0.2,3,0,35.75,1787.5,0.64,0
COST,M1,1,Buy,-0.1,-0.05,5,1,35.75,1787.5,1.6,0
COST,M1,1,Buy,0,-0.05,5,1,35.5,1775,1.6,0
COST,M1,1,Buy,-0.1,0.05,5,1,35.5,1775,0.6,0
COST,M1,1,Buy,-0.1,0,5,1,35.5,1775,0.6,0
COST,M1,1,Buy,-0.15,0.05,6,1,35.5,1775,0.6,0
COST,M1,1,Buy,0.3,0.2,3,0,35.25,1762.5,0.64,0
COST,M1,1,Buy,-0.15,0,6,1,35.25,1762.5,0.6,0
COST,M1,1,Buy,-0.15,-0.05,6,1,35,1750,1.6,0
COST,M1,1,Buy,-0.15,-0.1,6,1,35,1750,0.68,0
COST,M1,1,Buy,-0.15,-0.5,7,0,35,1750,2.12,0
COST,M1,1,Buy,0.15,0.5,5,0,34.75,1737.5,5.4,0
COST,M1,1,Buy,-0.15,-0.45,6,0,34.75,1737.5,0.48,0
